time,fuel_cP,fuel_k,fuel_temp_avg,fuel_temp_max,fuel_temp_min,heatpipe_surface_temp_avg,hp_heat_integral,mod_temp_avg,mod_temp_max,mod_temp_min,monolith_cP,monolith_k,monolith_temp_avg,monolith_temp_max,monolith_temp_min,power
1,1092.7828846721,23.926398496687,843.06894095647,867.27604172271,813.58878786929,834.59825712638,327146.24417865,841.75687207265,863.08828705246,813.97998794074,1665.39692245,35.617483520463,839.57805424318,865.78469192947,811.45723574063,345598.82907834
1,1092.7828846713,23.92639849675,843.06894095461,867.27604172001,813.58878786714,834.59825712597,327146.24417134,841.75687207253,863.08828705222,813.97998794033,1665.3969224492,35.617483520464,839.57805424259,865.78469192802,811.45723574058,345598.82802853
1,1092.7828846709,23.926398496786,843.06894095362,867.27604171865,813.5887878659,834.59825712575,327146.2441675,841.75687207247,863.0882870521,813.97998794009,1665.3969224488,35.617483520465,839.57805424228,865.78469192728,811.45723574056,345598.82747285
1,1092.7828846707,23.926398496807,843.0689409531,867.27604171796,813.58878786517,834.59825712563,327146.24416547,841.75687207244,863.08828705204,813.97998793995,1665.3969224486,35.617483520465,839.57805424211,865.78469192691,811.45723574054,345598.82717787
1,1092.7828846706,23.92639849682,843.06894095282,867.27604171761,813.58878786475,834.59825712556,327146.2441644,841.75687207242,863.08828705201,813.97998793987,1665.3969224486,35.617483520465,839.57805424202,865.78469192673,811.45723574053,345598.82702222
1,1092.7828846706,23.926398496827,843.06894095267,867.27604171744,813.5887878645,834.59825712553,327146.24416384,841.75687207241,863.088287052,813.97998793982,1665.3969224485,35.617483520465,839.57805424197,865.78469192663,811.45723574053,345598.82693868
2,1092.7836735558,23.926327597002,843.07498003996,867.27790299027,813.59355187226,834.63596530366,318478.6270032,841.76156250585,863.08981855886,813.99583565294,1665.3980873508,35.615895136087,839.5931600047,865.78685138324,811.51060422688,345598.54092219
2,1092.7836720508,23.926327617891,843.07497797245,867.27789887806,813.59355117702,834.63596484136,318478.61802806,841.76156237316,863.08981819625,813.99583555462,1665.3980859115,35.615895136302,839.593159337,865.78684920194,811.51060421565,345597.33145098
2,1092.783672053,23.92632761783,843.07497797543,867.2778988829,813.59355118082,834.63596484207,318478.61804085,841.76156237336,863.08981819668,813.99583555585,1665.3980859136,35.615895136299,839.59315933796,865.78684920463,811.5106042158,345597.33319544
2,1092.7836721298,23.926327617158,843.07497808161,867.27789909195,813.59355120357,834.6359648652,318478.61848954,841.76156238019,863.08981821499,813.99583556052,1665.3980859875,35.61589513629,839.59315937193,865.78684931648,811.51060421628,345597.39509003
2,1092.7836721486,23.926327616984,843.07497810732,867.27789914303,813.59355120958,834.63596487081,318478.61859835,841.76156238185,863.08981821946,813.99583556177,1665.3980860056,35.615895136287,839.59315938016,865.78684934383,811.51060421642,345597.41009165
2,1092.783672153,23.926327616939,843.07497811313,867.2778991548,813.59355121117,834.63596487208,318478.61862306,841.76156238222,863.08981822049,813.9958355621,1665.3980860098,35.615895136287,839.59315938203,865.78684935014,811.51060421645,345597.41349264
2,1092.7836721537,23.926327616929,843.07497811403,867.27789915675,813.59355121156,834.63596487228,318478.61862705,841.76156238229,863.08981822067,813.99583556219,1665.3980860105,35.615895136286,839.59315938232,865.78684935119,811.51060421646,345597.41402556
3,1092.7857017323,23.926183720527,843.08702673437,867.28288659703,813.60288589259,834.69540920961,307132.28112849,841.7714519205,863.0940004681,814.0226846463,1665.40133565,35.613441157114,839.61957698617,865.79248227128,811.59355729916,345596.91320344
3,1092.7856950635,23.926183792524,843.08701752339,867.2828683901,813.60288350193,834.69540718235,307132.24177579,841.77145132856,863.09399886622,814.02268425306,1665.4013292457,35.613441157944,839.61957402752,865.79247255805,811.5935572563,345591.53681954
3,1092.785695239,23.926183791189,843.08701776061,867.28286886403,813.60288354894,834.69540723393,307132.24277683,841.77145134376,863.0939989078,814.02268426267,1665.4013294146,35.613441157924,839.61957410336,865.79247281205,811.59355725733,345591.67494126
3,1092.7856954393,23.926183789613,843.08701803385,867.28286940808,813.60288360165,834.69540729337,307132.24393102,841.77145136132,863.09399895545,814.02268427325,1665.4013296072,35.613441157902,839.61957419077,865.79247310313,811.59355725845,345591.83415904
3,1092.7856955,23.92618378917,843.08701811515,867.28286957257,813.60288361653,834.69540731105,307132.24427501,841.77145136654,863.09399896985,814.02268427623,1665.4013296656,35.613441157896,839.61957421678,865.79247319115,811.59355725875,345591.88156318
3,1092.7856955204,23.926183789043,843.0870181418,867.28286962763,813.60288362084,834.69540731685,307132.24438762,841.77145136826,863.09399897468,814.0226842771,1665.4013296853,35.613441157894,839.61957422531,865.79247322062,811.59355725886,345591.89711274
3,1092.785695528,23.926183789008,843.0870181513,867.28286964776,813.60288362203,834.69540731891,307132.24442776,841.77145136887,863.09399897644,814.02268427734,1665.4013296925,35.613441157894,839.61957422835,865.7924732314,811.59355725888,345591.90266247
3,1092.785695531,23.926183789,843.08701815505,867.28286965593,813.60288362231,834.69540731972,307132.24444395,841.77145136911,863.09399897716,814.0226842774,1665.4013296954,35.613441157894,839.61957422955,865.79247323578,811.59355725889,345591.90486159
3,1092.7856955324,23.926183788999,843.08701815666,867.28286965952,813.60288362233,834.69540732007,307132.24445072,841.77145136922,863.09399897747,814.02268427741,1665.4013296967,35.613441157894,839.61957423007,865.7924732377,811.59355725889,345591.90580591
3,1092.785695533,23.926183789,843.08701815739,867.28286966118,813.60288362228,834.69540732023,307132.24445405,841.77145136927,863.09399897762,814.0226842774,1665.4013296973,35.613441157894,839.6195742303,865.79247323858,811.59355725889,345591.90623393
4,1092.7897059981,23.9259524251,843.10670437984,867.29296210553,813.61747930105,834.77545637991,294279.99665307,841.78826456696,863.10261416866,814.06069460657,1665.4080679449,35.610215026699,839.65844428315,865.80356671004,811.70284636034,345590.26521006
4,1092.7896903745,23.925952581137,843.10668278463,867.29291945986,813.61747412183,834.77545164647,294279.90477126,841.78826317867,863.10261041835,814.06069371191,1665.4080529232,35.61021502857,839.65843735603,865.80354392343,811.70284626428,345577.66715627
4,1092.7896908546,23.925952577547,843.10668343532,867.29292075931,813.61747424428,834.77545178786,294279.90751653,841.78826322037,863.10261053232,814.06069373593,1665.4080533854,35.61021502852,839.65843756408,865.80354461966,811.70284626685,345578.04601618
4,1092.7896912262,23.92595257476,843.10668393953,867.2929217677,813.61747433703,834.77545189747,294279.90964402,841.78826325274,863.10261062064,814.06069375429,1665.4080537427,35.610215028482,839.65843772535,865.8035451591,811.70284626868,345578.33977301
4,1092.7896913464,23.925952573963,843.1066840993,867.29292209285,813.61747436352,834.77545193217,294279.91032049,841.788263263,863.10261064912,814.06069375954,1665.4080538583,35.610215028471,839.65843777645,865.80354533308,811.70284626933,345578.43290197
4,1092.7896913904,23.925952573728,843.10668415631,867.29292221123,813.61747437129,834.77545194455,294279.91056123,841.78826326666,863.10261065949,814.06069376107,1665.4080539005,35.610215028468,839.65843779469,865.8035453964,811.70284626939,345578.46615295
4,1092.7896914082,23.925952573661,843.10668417887,867.29292225905,813.61747437347,834.77545194944,294279.91065671,841.78826326811,863.10261066368,814.0606937615,1665.4080539177,35.610215028467,839.65843780191,865.80354542199,811.70284626944,345578.4793229
4,1092.7896914162,23.925952573644,843.10668418879,867.29292228043,813.617474374,834.77545195159,294279.91069922,841.78826326875,863.10261066555,814.06069376161,1665.4080539254,35.610215028467,839.65843780508,865.80354543343,811.70284626945,345578.48511834
4,1092.7896914201,23.925952573642,843.10668419347,867.29292229066,813.61747437405,834.7754519526,294279.91071881,841.78826326905,863.10261066645,814.06069376161,1665.4080539291,35.610215028467,839.65843780658,865.8035454389,811.70284626945,345578.48785637
4,1092.789691422,23.925952573644,843.10668419577,867.29292229575,813.61747437396,834.7754519531,294279.91072848,841.7882632692,863.10261066689,814.0606937616,1665.4080539309,35.610215028467,839.65843780731,865.80354544162,811.70284626945,345578.48920461
4,1092.789691423,23.925952573646,843.10668419693,867.29292229834,813.61747437387,834.77545195335,294279.91073391,841.78826326928,863.10261066712,814.06069376158,1665.4080539319,35.610215028467,839.65843780768,865.803545443,811.70284626945,345578.48988422
5,1092.7964085515,23.925628491906,843.13509947698,867.31009064111,813.63748143639,834.87333547871,280895.11080027,841.81328391024,863.11751579333,814.10933592233,1665.4197401483,35.606341672967,839.70980983492,865.82199348059,811.82170003221,345574.26792186
5,1092.7963803561,23.925628762564,843.13506050476,867.31001368841,813.63747245246,834.87332695354,280894.94531072,841.81328140448,863.11750902713,814.10933433168,1665.4197130219,35.606341676276,839.70979734199,865.82195232906,811.8216998873,345551.53826822
5,1092.7963812433,23.925628755881,843.13506171117,867.31001609215,813.63747267802,834.87332721562,280894.95040357,841.81328148177,863.11750923796,814.10933437527,1665.419713876,35.606341676185,839.7097977277,865.82195361687,811.82169989135,345552.2406658
5,1092.7963818126,23.925628751684,843.13506248236,867.31001763663,813.63747281727,834.87332738322,280894.95365562,841.81328153126,863.11750937322,814.10933440263,1665.4197144234,35.606341676129,839.70979797435,865.82195444303,811.82169989371,345552.68992505
5,1092.7963820005,23.925628750484,843.13506273144,867.31001814447,813.63747285697,834.87332743731,280894.9547096,841.81328154725,863.11750941771,814.10933441041,1665.4197146039,35.606341676113,839.709798054,865.82195471471,811.82169989441,345552.83508156
5,1092.7963820711,23.925628750127,843.13506282297,867.3100183348,813.63747286864,834.87332745716,280894.95509625,841.81328155312,863.11750943438,814.1093344127,1665.4197146718,35.606341676109,839.70979808328,865.82195481653,811.82169989461,345552.88845014
5,1092.7963821008,23.925628750022,843.13506286055,867.31001841443,813.63747287198,834.8733274653,280894.95525555,841.81328155554,863.11750944135,814.10933441335,1665.4197147004,35.606341676107,839.70979809529,865.82195485912,811.82169989467,345552.91038071
5,1092.7963821146,23.925628749994,843.13506287766,867.3100184512,813.63747287282,834.873327469,280894.95532786,841.81328155664,863.11750944457,814.10933441351,1665.4197147136,35.606341676107,839.70979810076,865.82195487879,811.82169989468,345552.92037066
5,1092.7963821214,23.92562874999,843.13506288597,867.31001846925,813.63747287292,834.8733274708,280894.95536373,841.81328155717,863.11750944616,814.10933441353,1665.4197147201,35.606341676107,839.70979810342,865.82195488845,811.82169989468,345552.92522908
5,1092.7963821249,23.925628749992,843.13506289017,867.31001847843,813.63747287281,834.87332747171,280894.95538124,841.81328155744,863.11750944696,814.10933441351,1665.4197147235,35.606341676107,839.70979810476,865.82195489335,811.82169989468,345552.92767953
5,1092.7963821267,23.925628749995,843.13506289231,867.31001848318,813.63747287268,834.87332747217,280894.95538985,841.81328155758,863.11750944737,814.10933441349,1665.4197147252,35.606341676107,839.70979810545,865.82195489589,811.82169989468,345552.9289385
5,1092.7963821276,23.925628749998,843.13506289343,867.31001848565,813.63747287257,834.87332747241,280894.95539536,841.81328155765,863.11750944759,814.10933441346,1665.4197147261,35.606341676107,839.70979810581,865.82195489721,811.82169989468,345552.92959088
